COUNT,SECTOR,SEXO,TIPO_PACIENTE,FECHA_DEF,NEUMONIA,EDAD,DIABETES,HIPERTENSION,OBESIDAD,TABAQUISMO,RESULTADO,ESTADO,ALGUNA COMORBILIDAD
10,,,,,,13,,,S,,1,U,S
3,,,,,,13,,,S,,1,V,S
1,,,,,,13,,,S,,1,X,S
6,,,,,,13,,,S,,1,a,S
1,,,,,,13,,,S,,1,b,S
2,,,,,,13,,,S,,1,c,S
7,,,,,,13,,,S,,1,e,S
2,,,,,,13,,,S,,1,f,S
38,,,,,,13,,,S,,1,h,S
1,,,,,,13,,S,,,1,J,S
1,,,,,,13,,S,,,1,M,S
1,,,,,,13,,S,,,1,T,S
2,,,,,,13,,S,,,1,V,S
1,,,,,,13,,S,,,1,Z,S
5,,,,,,13,,S,,,1,h,S
1,,,,,,13,,S,S,,1,F,S
1,,,,,,13,,S,S,,1,H,S
1,,,,,,13,D,,,,1,h,
1,,,,,,13,D,D,D,D,1,M,
1,,,,,,13,D,D,D,D,1,h,
4,,,,,,13,D,D,S,D,1,M,S
2,,,,,,13,S,,,,1,B,S
1,,,,,,13,S,,,,1,D,S
1,,,,,,13,S,,,,1,F,S
1,,,,,,13,S,,,,1,G,S
1,,,,,,13,S,,,,1,I,S
1,,,,,,13,S,,,,1,J,S
1,,,,,,13,S,,,,1,P,S
1,,,,,,13,S,,,,1,R,S
1,,,,,,13,S,,,,1,S,S
1,,,,,,13,S,,,,1,V,S
4,,,,,,13,S,,,,1,h,S
1,,,,,,13,S,,S,,1,a,S
1,,,,,,13,S,S,S,,1,L,S
1,,,,,,13,S,S,S,,1,a,S
51,,,,,,14,,,,,1,A,
1,,,,,,14,,,,,1,A,S
376,,,,,,14,,,,,1,B,
21,,,,,,14,,,,,1,B,S
75,,,,,,14,,,,,1,C,
6,,,,,,14,,,,,1,C,S
108,,,,,,14,,,,,1,D,
2,,,,,,14,,,,,1,D,S
66,,,,,,14,,,,,1,E,
3,,,,,,14,,,,,1,E,S
94,,,,,,14,,,,,1,F,
1,,,,,,14,,,,,1,F,S
105,,,,,,14,,,,,1,G,
7,,,,,,14,,,,,1,G,S
526,,,,,,14,,,,,1,H,
16,,,,,,14,,,,,1,H,S
178,,,,,,14,,,,,1,I,
2,,,,,,14,,,,,1,I,S
207,,,,,,14,,,,,1,J,
10,,,,,,14,,,,,1,J,S
178,,,,,,14,,,,,1,K,
8,,,,,,14,,,,,1,K,S
78,,,,,,14,,,,,1,L,
3,,,,,,14,,,,,1,L,S
257,,,,,,14,,,,,1,M,
12,,,,,,14,,,,,1,M,S
150,,,,,,14,,,,,1,N,
6,,,,,,14,,,,,1,N,S
155,,,,,,14,,,,,1,O,
4,,,,,,14,,,,,1,O,S
181,,,,,,14,,,,,1,P,
10,,,,,,14,,,,,1,P,S
93,,,,,,14,,,,,1,Q,
5,,,,,,14,,,,,1,Q,S
93,,,,,,14,,,,,1,R,
4,,,,,,14,,,,,1,R,S
198,,,,,,14,,,,,1,S,
9,,,,,,14,,,,,1,S,S
107,,,,,,14,,,,,1,T,
6,,,,,,14,,,,,1,T,S
421,,,,,,14,,,,,1,U,
24,,,,,,14,,,,,1,U,S
190,,,,,,14,,,,,1,V,
10,,,,,,14,,,,,1,V,S
89,,,,,,14,,,,,1,X,
2,,,,,,14,,,,,1,X,S
144,,,,,,14,,,,,1,Y,
9,,,,,,14,,,,,1,Y,S
150,,,,,,14,,,,,1,Z,
9,,,,,,14,,,,,1,Z,S
247,,,,,,14,,,,,1,a,
8,,,,,,14,,,,,1,a,S
91,,,,,,14,,,,,1,b,
3,,,,,,14,,,,,1,b,S
38,,,,,,14,,,,,1,c,
5,,,,,,14,,,,,1,c,S
30,,,,,,14,,,,,1,d,
135,,,,,,14,,,,,1,e,
8,,,,,,14,,,,,1,e,S
82,,,,,,14,,,,,1,f,
4,,,,,,14,,,,,1,f,S
2801,,,,,,14,,,,,1,h,
99,,,,,,14,,,,,1,h,S
1,,,,,,14,,,,D,1,J,
1,,,,,,14,,,,D,1,M,
2,,,,,,14,,,,D,1,h,
1,,,,,,14,,,,S,1,F,S
1,,,,,,14,,,,S,1,G,S
1,,,,,,14,,,,S,1,T,S
1,,,,,,14,,,,S,1,X,S
6,,,,,,14,,,,S,1,h,S
1,,,,,,14,,,D,,1,h,
12,,,,,,14,,,S,,1,B,S
2,,,,,,14,,,S,,1,C,S
4,,,,,,14,,,S,,1,D,S
1,,,,,,14,,,S,,1,E,S
4,,,,,,14,,,S,,1,F,S
5,,,,,,14,,,S,,1,G,S
3,,,,,,14,,,S,,1,H,S
5,,,,,,14,,,S,,1,I,S
5,,,,,,14,,,S,,1,J,S
3,,,,,,14,,,S,,1,K,S
1,,,,,,14,,,S,,1,L,S
5,,,,,,14,,,S,,1,M,S
4,,,,,,14,,,S,,1,N,S
2,,,,,,14,,,S,,1,O,S
2,,,,,,14,,,S,,1,P,S
6,,,,,,14,,,S,,1,Q,S
3,,,,,,14,,,S,,1,R,S
4,,,,,,14,,,S,,1,S,S
2,,,,,,14,,,S,,1,U,S
5,,,,,,14,,,S,,1,V,S
1,,,,,,14,,,S,,1,X,S
2,,,,,,14,,,S,,1,Y,S
3,,,,,,14,,,S,,1,Z,S
6,,,,,,14,,,S,,1,a,S
5,,,,,,14,,,S,,1,b,S
1,,,,,,14,,,S,,1,c,S
1,,,,,,14,,,S,,1,d,S
1,,,,,,14,,,S,,1,f,S
45,,,,,,14,,,S,,1,h,S
1,,,,,,14,,S,,,1,B,S
1,,,,,,14,,S,,,1,H,S
1,,,,,,14,,S,,,1,K,S
1,,,,,,14,,S,,,1,Q,S
1,,,,,,14,,S,,,1,V,S
2,,,,,,14,,S,,,1,X,S
7,,,,,,14,,S,,,1,h,S
1,,,,,,14,,S,S,,1,V,S
1,,,,,,14,,S,S,,1,h,S
1,,,,,,14,D,,,,1,b,
1,,,,,,14,D,,,,1,h,
2,,,,,,14,D,D,D,D,1,M,
1,,,,,,14,D,D,D,D,1,Z,
1,,,,,,14,D,D,D,D,1,a,
5,,,,,,14,D,D,D,D,1,h,
2,,,,,,14,D,D,S,D,1,M,S
1,,,,,,14,S,,,,1,B,S
1,,,,,,14,S,,,,1,D,S
1,,,,,,14,S,,,,1,K,S
1,,,,,,14,S,,,,1,M,S
1,,,,,,14,S,,,,1,O,S
2,,,,,,14,S,,,,1,P,S
1,,,,,,14,S,,,,1,S,S
1,,,,,,14,S,,,,1,U,S
2,,,,,,14,S,,,,1,V,S
1,,,,,,14,S,,,,1,X,S
1,,,,,,14,S,,,,1,a,S
1,,,,,,14,S,,,,1,e,S
3,,,,,,14,S,,,,1,h,S
1,,,,,,14,S,,S,,1,N,S
1,,,,,,14,S,,S,,1,f,S
1,,,,,,14,S,S,,,1,B,S
1,,,,,,14,S,S,S,,1,U,S
1,,,,,,14,S,S,S,,1,h,S
1,,,,,,14,S,S,S,S,1,h,S
52,,,,,,15,,,,,1,A,
4,,,,,,15,,,,,1,A,S
366,,,,,,15,,,,,1,B,
19,,,,,,15,,,,,1,B,S
95,,,,,,15,,,,,1,C,
3,,,,,,15,,,,,1,C,S
111,,,,,,15,,,,,1,D,
2,,,,,,15,,,,,1,D,S
51,,,,,,15,,,,,1,E,
8,,,,,,15,,,,,1,E,S
103,,,,,,15,,,,,1,F,
4,,,,,,15,,,,,1,F,S
105,,,,,,15,,,,,1,G,
9,,,,,,15,,,,,1,G,S
565,,,,,,15,,,,,1,H,
23,,,,,,15,,,,,1,H,S
174,,,,,,15,,,,,1,I,
5,,,,,,15,,,,,1,I,S
217,,,,,,15,,,,,1,J,
16,,,,,,15,,,,,1,J,S
182,,,,,,15,,,,,1,K,
7,,,,,,15,,,,,1,K,S
63,,,,,,15,,,,,1,L,
1,,,,,,15,,,,,1,L,S
278,,,,,,15,,,,,1,M,
11,,,,,,15,,,,,1,M,S
135,,,,,,15,,,,,1,N,
8,,,,,,15,,,,,1,N,S
165,,,,,,15,,,,,1,O,
10,,,,,,15,,,,,1,O,S
201,,,,,,15,,,,,1,P,
9,,,,,,15,,,,,1,P,S
123,,,,,,15,,,,,1,Q,
8,,,,,,15,,,,,1,Q,S
71,,,,,,15,,,,,1,R,
1,,,,,,15,,,,,1,R,S
180,,,,,,15,,,,,1,S,
12,,,,,,15,,,,,1,S,S
122,,,,,,15,,,,,1,T,
5,,,,,,15,,,,,1,T,S
381,,,,,,15,,,,,1,U,
13,,,,,,15,,,,,1,U,S
209,,,,,,15,,,,,1,V,
29,,,,,,15,,,,,1,V,S
93,,,,,,15,,,,,1,X,
7,,,,,,15,,,,,1,X,S
158,,,,,,15,,,,,1,Y,
9,,,,,,15,,,,,1,Y,S
121,,,,,,15,,,,,1,Z,
5,,,,,,15,,,,,1,Z,S
224,,,,,,15,,,,,1,a,
6,,,,,,15,,,,,1,a,S
96,,,,,,15,,,,,1,b,
5,,,,,,15,,,,,1,b,S
27,,,,,,15,,,,,1,c,
39,,,,,,15,,,,,1,d,
2,,,,,,15,,,,,1,d,S
146,,,,,,15,,,,,1,e,
7,,,,,,15,,,,,1,e,S
106,,,,,,15,,,,,1,f,
7,,,,,,15,,,,,1,f,S
2706,,,,,,15,,,,,1,h,
101,,,,,,15,,,,,1,h,S
1,,,,,,15,,,,S,1,D,S
1,,,,,,15,,,,S,1,K,S
1,,,,,,15,,,,S,1,U,S
1,,,,,,15,,,,S,1,V,S
1,,,,,,15,,,,S,1,X,S
5,,,,,,15,,,,S,1,h,S
1,,,,,,15,,,S,,1,A,S
11,,,,,,15,,,S,,1,B,S
3,,,,,,15,,,S,,1,D,S
1,,,,,,15,,,S,,1,E,S
4,,,,,,15,,,S,,1,F,S
1,,,,,,15,,,S,,1,G,S
5,,,,,,15,,,S,,1,H,S
3,,,,,,15,,,S,,1,I,S
5,,,,,,15,,,S,,1,J,S
6,,,,,,15,,,S,,1,K,S
1,,,,,,15,,,S,,1,L,S
8,,,,,,15,,,S,,1,M,S
3,,,,,,15,,,S,,1,N,S
3,,,,,,15,,,S,,1,O,S
2,,,,,,15,,,S,,1,P,S
4,,,,,,15,,,S,,1,Q,S
2,,,,,,15,,,S,,1,R,S
2,,,,,,15,,,S,,1,S,S
1,,,,,,15,,,S,,1,T,S
12,,,,,,15,,,S,,1,U,S
7,,,,,,15,,,S,,1,V,S
2,,,,,,15,,,S,,1,X,S
2,,,,,,15,,,S,,1,Y,S
4,,,,,,15,,,S,,1,Z,S
3,,,,,,15,,,S,,1,a,S
4,,,,,,15,,,S,,1,b,S
2,,,,,,15,,,S,,1,c,S
1,,,,,,15,,,S,,1,d,S
4,,,,,,15,,,S,,1,e,S
4,,,,,,15,,,S,,1,f,S
47,,,,,,15,,,S,,1,h,S
1,,,,,,15,,,S,S,1,B,S
1,,,,,,15,,,S,S,1,R,S
1,,,,,,15,,,S,S,1,h,S
1,,,,,,15,,S,,,1,F,S
1,,,,,,15,,S,,,1,H,S
1,,,,,,15,,S,,,1,M,S
1,,,,,,15,,S,,,1,P,S
1,,,,,,15,,S,,,1,U,S
3,,,,,,15,,S,,,1,V,S
1,,,,,,15,,S,,,1,Y,S
2,,,,,,15,,S,,,1,e,S
9,,,,,,15,,S,,,1,h,S
1,,,,,,15,,S,S,,1,F,S
1,,,,,,15,,S,S,,1,S,S
1,,,,,,15,,S,S,,1,h,S
1,,,,,,15,D,,,,1,M,
1,,,,,,15,D,,,,1,Q,
1,,,,,,15,D,D,D,,1,M,
1,,,,,,15,D,D,D,D,1,M,
2,,,,,,15,D,D,D,D,1,Z,
3,,,,,,15,D,D,D,D,1,h,
1,,,,,,15,D,D,S,D,1,M,S
2,,,,,,15,S,,,,1,B,S
1,,,,,,15,S,,,,1,C,S
2,,,,,,15,S,,,,1,G,S
1,,,,,,15,S,,,,1,H,S
1,,,,,,15,S,,,,1,I,S
1,,,,,,15,S,,,,1,J,S
1,,,,,,15,S,,,,1,K,S
1,,,,,,15,S,,,,1,M,S
2,,,,,,15,S,,,,1,S,S
1,,,,,,15,S,,,,1,T,S
3,,,,,,15,S,,,,1,V,S
1,,,,,,15,S,,,,1,a,S
1,,,,,,15,S,,,,1,d,S
1,,,,,,15,S,,,,1,f,S
4,,,,,,15,S,,,,1,h,S
1,,,,,,15,S,,S,,1,E,S
1,,,,,,15,S,,S,,1,M,S
1,,,,,,15,S,,S,,1,S,S
1,,,,,,15,S,,S,,1,b,S
3,,,,,,15,S,,S,,1,h,S
1,,,,,,15,S,S,,,1,P,S
1,,,,,,15,S,S,S,,1,h,S
49,,,,,,16,,,,,1,A,
3,,,,,,16,,,,,1,A,S
295,,,,,,16,,,,,1,B,
38,,,,,,16,,,,,1,B,S
111,,,,,,16,,,,,1,C,
10,,,,,,16,,,,,1,C,S
104,,,,,,16,,,,,1,D,
9,,,,,,16,,,,,1,D,S
60,,,,,,16,,,,,1,E,
4,,,,,,16,,,,,1,E,S
65,,,,,,16,,,,,1,F,
4,,,,,,16,,,,,1,F,S
94,,,,,,16,,,,,1,G,
10,,,,,,16,,,,,1,G,S
426,,,,,,16,,,,,1,H,
20,,,,,,16,,,,,1,H,S
155,,,,,,16,,,,,1,I,
4,,,,,,16,,,,,1,I,S
199,,,,,,16,,,,,1,J,
19,,,,,,16,,,,,1,J,S
128,,,,,,16,,,,,1,K,
7,,,,,,16,,,,,1,K,S
48,,,,,,16,,,,,1,L,
3,,,,,,16,,,,,1,L,S
268,,,,,,16,,,,,1,M,
18,,,,,,16,,,,,1,M,S
128,,,,,,16,,,,,1,N,
13,,,,,,16,,,,,1,N,S
134,,,,,,16,,,,,1,O,
11,,,,,,16,,,,,1,O,S
179,,,,,,16,,,,,1,P,
25,,,,,,16,,,,,1,P,S
104,,,,,,16,,,,,1,Q,
8,,,,,,16,,,,,1,Q,S
55,,,,,,16,,,,,1,R,
2,,,,,,16,,,,,1,R,S
198,,,,,,16,,,,,1,S,
12,,,,,,16,,,,,1,S,S
119,,,,,,16,,,,,1,T,
9,,,,,,16,,,,,1,T,S
341,,,,,,16,,,,,1,U,
23,,,,,,16,,,,,1,U,S
130,,,,,,16,,,,,1,V,
19,,,,,,16,,,,,1,V,S
103,,,,,,16,,,,,1,X,
3,,,,,,16,,,,,1,X,S
147,,,,,,16,,,,,1,Y,
12,,,,,,16,,,,,1,Y,S
104,,,,,,16,,,,,1,Z,
4,,,,,,16,,,,,1,Z,S
172,,,,,,16,,,,,1,a,
5,,,,,,16,,,,,1,a,S
101,,,,,,16,,,,,1,b,
8,,,,,,16,,,,,1,b,S
28,,,,,,16,,,,,1,c,
2,,,,,,16,,,,,1,c,S
29,,,,,,16,,,,,1,d,
5,,,,,,16,,,,,1,d,S
115,,,,,,16,,,,,1,e,
22,,,,,,16,,,,,1,e,S
72,,,,,,16,,,,,1,f,
6,,,,,,16,,,,,1,f,S
2263,,,,,,16,,,,,1,h,
107,,,,,,16,,,,,1,h,S
3,,,,,,16,,,,S,1,B,S
1,,,,,,16,,,,S,1,G,S
1,,,,,,16,,,,S,1,H,S
1,,,,,,16,,,,S,1,K,S
1,,,,,,16,,,,S,1,O,S
1,,,,,,16,,,,S,1,U,S
2,,,,,,16,,,,S,1,Z,S
1,,,,,,16,,,,S,1,a,S
3,,,,,,16,,,,S,1,b,S
3,,,,,,16,,,,S,1,h,S
2,,,,,,16,,,S,,1,A,S
16,,,,,,16,,,S,,1,B,S
4,,,,,,16,,,S,,1,D,S
2,,,,,,16,,,S,,1,E,S
1,,,,,,16,,,S,,1,F,S
4,,,,,,16,,,S,,1,G,S
4,,,,,,16,,,S,,1,H,S
2,,,,,,16,,,S,,1,I,S
7,,,,,,16,,,S,,1,J,S
3,,,,,,16,,,S,,1,K,S
10,,,,,,16,,,S,,1,M,S
4,,,,,,16,,,S,,1,N,S
5,,,,,,16,,,S,,1,O,S
4,,,,,,16,,,S,,1,P,S
6,,,,,,16,,,S,,1,Q,S
5,,,,,,16,,,S,,1,S,S
2,,,,,,16,,,S,,1,T,S
13,,,,,,16,,,S,,1,U,S
8,,,,,,16,,,S,,1,V,S
1,,,,,,16,,,S,,1,X,S
1,,,,,,16,,,S,,1,Y,S
2,,,,,,16,,,S,,1,Z,S
3,,,,,,16,,,S,,1,a,S
3,,,,,,16,,,S,,1,b,S
3,,,,,,16,,,S,,1,c,S
1,,,,,,16,,,S,,1,d,S
2,,,,,,16,,,S,,1,e,S
2,,,,,,16,,,S,,1,f,S
45,,,,,,16,,,S,,1,h,S
1,,,,,,16,,,S,S,1,F,S
1,,,,,,16,,,S,S,1,G,S
1,,,,,,16,,,S,S,1,h,S
1,,,,,,16,,S,,,1,B,S
1,,,,,,16,,S,,,1,H,S
1,,,,,,16,,S,,,1,V,S
1,,,,,,16,,S,,,1,a,S
1,,,,,,16,,S,,,1,b,S
1,,,,,,16,,S,,,1,h,S
1,,,,,,16,,S,S,,1,M,S
1,,,,,,16,,S,S,,1,f,S
1,,,,,,16,D,,,,1,b,
1,,,,,,16,D,D,D,D,1,B,
1,,,,,,16,D,D,D,D,1,H,
1,,,,,,16,D,D,D,D,1,X,
3,,,,,,16,D,D,D,D,1,h,
1,,,,,,16,S,,,,1,A,S
1,,,,,,16,S,,,,1,B,S
1,,,,,,16,S,,,,1,G,S
3,,,,,,16,S,,,,1,H,S
2,,,,,,16,S,,,,1,J,S
1,,,,,,16,S,,,,1,K,S
2,,,,,,16,S,,,,1,M,S
2,,,,,,16,S,,,,1,N,S
1,,,,,,16,S,,,,1,R,S
1,,,,,,16,S,,,,1,S,S
4,,,,,,16,S,,,,1,U,S
1,,,,,,16,S,,,,1,Z,S
1,,,,,,16,S,,,,1,a,S
1,,,,,,16,S,,,,1,b,S
2,,,,,,16,S,,,,1,e,S
3,,,,,,16,S,,,,1,h,S
1,,,,,,16,S,,S,,1,K,S
1,,,,,,16,S,,S,,1,N,S
1,,,,,,16,S,,S,,1,a,S
1,,,,,,16,S,S,,,1,J,S
1,,,,,,16,S,S,,,1,h,S
1,,,,,,16,S,S,S,,1,B,S
1,,,,,,16,S,S,S,,1,H,S
1,,,,,,16,S,S,S,,1,J,S
62,,,,,,17,,,,,1,A,
3,,,,,,17,,,,,1,A,S
312,,,,,,17,,,,,1,B,
51,,,,,,17,,,,,1,B,S
102,,,,,,17,,,,,1,C,
13,,,,,,17,,,,,1,C,S
94,,,,,,17,,,,,1,D,
5,,,,,,17,,,,,1,D,S
55,,,,,,17,,,,,1,E,
4,,,,,,17,,,,,1,E,S
79,,,,,,17,,,,,1,F,
11,,,,,,17,,,,,1,F,S
78,,,,,,17,,,,,1,G,
8,,,,,,17,,,,,1,G,S
385,,,,,,17,,,,,1,H,
21,,,,,,17,,,,,1,H,S
158,,,,,,17,,,,,1,I,
11,,,,,,17,,,,,1,I,S
190,,,,,,17,,,,,1,J,
20,,,,,,17,,,,,1,J,S
155,,,,,,17,,,,,1,K,
11,,,,,,17,,,,,1,K,S
49,,,,,,17,,,,,1,L,
6,,,,,,17,,,,,1,L,S
283,,,,,,17,,,,,1,M,
19,,,,,,17,,,,,1,M,S
148,,,,,,17,,,,,1,N,
10,,,,,,17,,,,,1,N,S
150,,,,,,17,,,,,1,O,
12,,,,,,17,,,,,1,O,S
175,,,,,,17,,,,,1,P,
15,,,,,,17,,,,,1,P,S
124,,,,,,17,,,,,1,Q,
18,,,,,,17,,,,,1,Q,S
60,,,,,,17,,,,,1,R,
3,,,,,,17,,,,,1,R,S
192,,,,,,17,,,,,1,S,
16,,,,,,17,,,,,1,S,S
96,,,,,,17,,,,,1,T,
12,,,,,,17,,,,,1,T,S
304,,,,,,17,,,,,1,U,
23,,,,,,17,,,,,1,U,S
139,,,,,,17,,,,,1,V,
16,,,,,,17,,,,,1,V,S
95,,,,,,17,,,,,1,X,
11,,,,,,17,,,,,1,X,S
169,,,,,,17,,,,,1,Y,
20,,,,,,17,,,,,1,Y,S
116,,,,,,17,,,,,1,Z,
10,,,,,,17,,,,,1,Z,S
205,,,,,,17,,,,,1,a,
8,,,,,,17,,,,,1,a,S
79,,,,,,17,,,,,1,b,
8,,,,,,17,,,,,1,b,S
35,,,,,,17,,,,,1,c,
3,,,,,,17,,,,,1,c,S
49,,,,,,17,,,,,1,d,
2,,,,,,17,,,,,1,d,S
158,,,,,,17,,,,,1,e,
10,,,,,,17,,,,,1,e,S
92,,,,,,17,,,,,1,f,
10,,,,,,17,,,,,1,f,S
2520,,,,,,17,,,,,1,h,
145,,,,,,17,,,,,1,h,S
1,,,,,,17,,,,D,1,h,
1,,,,,,17,,,,D,1,h,S
1,,,,,,17,,,,S,1,B,S
1,,,,,,17,,,,S,1,F,S
1,,,,,,17,,,,S,1,H,S
1,,,,,,17,,,,S,1,K,S
1,,,,,,17,,,,S,1,P,S
4,,,,,,17,,,,S,1,U,S
2,,,,,,17,,,,S,1,V,S
1,,,,,,17,,,,S,1,a,S
1,,,,,,17,,,,S,1,b,S
1,,,,,,17,,,,S,1,c,S
1,,,,,,17,,,,S,1,e,S
10,,,,,,17,,,,S,1,h,S
1,,,,,,17,,,D,,1,Y,
1,,,,,,17,,,D,,1,h,
10,,,,,,17,,,S,,1,B,S
1,,,,,,17,,,S,,1,C,S
4,,,,,,17,,,S,,1,D,S
2,,,,,,17,,,S,,1,E,S
2,,,,,,17,,,S,,1,F,S
4,,,,,,17,,,S,,1,G,S
4,,,,,,17,,,S,,1,H,S
3,,,,,,17,,,S,,1,I,S
3,,,,,,17,,,S,,1,J,S
5,,,,,,17,,,S,,1,K,S
4,,,,,,17,,,S,,1,M,S
1,,,,,,17,,,S,,1,N,S
7,,,,,,17,,,S,,1,O,S
4,,,,,,17,,,S,,1,P,S
3,,,,,,17,,,S,,1,Q,S
1,,,,,,17,,,S,,1,R,S
3,,,,,,17,,,S,,1,S,S
3,,,,,,17,,,S,,1,T,S
5,,,,,,17,,,S,,1,U,S
2,,,,,,17,,,S,,1,V,S
2,,,,,,17,,,S,,1,X,S
1,,,,,,17,,,S,,1,Y,S
2,,,,,,17,,,S,,1,Z,S
7,,,,,,17,,,S,,1,a,S
6,,,,,,17,,,S,,1,b,S
1,,,,,,17,,,S,,1,c,S
5,,,,,,17,,,S,,1,e,S
3,,,,,,17,,,S,,1,f,S
48,,,,,,17,,,S,,1,h,S
1,,,,,,17,,,S,S,1,X,S
2,,,,,,17,,S,,,1,B,S
1,,,,,,17,,S,,,1,D,S
1,,,,,,17,,S,,,1,G,S
1,,,,,,17,,S,,,1,H,S
1,,,,,,17,,S,,,1,L,S
1,,,,,,17,,S,,,1,M,S
1,,,,,,17,,S,,,1,N,S
1,,,,,,17,,S,,,1,O,S
1,,,,,,17,,S,,,1,T,S
1,,,,,,17,,S,,,1,U,S
1,,,,,,17,,S,,,1,X,S
2,,,,,,17,,S,,,1,Z,S
2,,,,,,17,,S,,,1,a,S
1,,,,,,17,,S,,,1,b,S
3,,,,,,17,,S,,,1,h,S
1,,,,,,17,D,,,,1,h,
3,,,,,,17,D,D,D,D,1,M,
2,,,,,,17,D,D,D,D,1,h,
1,,,,,,17,D,D,S,D,1,M,S
1,,,,,,17,S,,,,1,B,S
1,,,,,,17,S,,,,1,H,S
1,,,,,,17,S,,,,1,I,S
2,,,,,,17,S,,,,1,J,S
1,,,,,,17,S,,,,1,O,S
1,,,,,,17,S,,,,1,P,S
1,,,,,,17,S,,,,1,V,S
1,,,,,,17,S,,,,1,b,S
1,,,,,,17,S,,,,1,e,S
2,,,,,,17,S,,,,1,f,S
7,,,,,,17,S,,,,1,h,S
1,,,,,,17,S,,,S,1,h,S
1,,,,,,17,S,,S,,1,G,S
1,,,,,,17,S,,S,,1,O,S
2,,,,,,17,S,,S,,1,b,S
1,,,,,,17,S,,S,,1,h,S
2,,,,,,17,S,S,,,1,U,S
1,,,,,,17,S,S,,,1,a,S
46,,,,,,18,,,,,1,A,
4,,,,,,18,,,,,1,A,S
348,,,,,,18,,,,,1,B,
64,,,,,,18,,,,,1,B,S
111,,,,,,18,,,,,1,C,
10,,,,,,18,,,,,1,C,S
112,,,,,,18,,,,,1,D,
12,,,,,,18,,,,,1,D,S
72,,,,,,18,,,,,1,E,
11,,,,,,18,,,,,1,E,S
90,,,,,,18,,,,,1,F,
14,,,,,,18,,,,,1,F,S
91,,,,,,18,,,,,1,G,
11,,,,,,18,,,,,1,G,S
493,,,,,,18,,,,,1,H,
35,,,,,,18,,,,,1,H,S
193,,,,,,18,,,,,1,I,
11,,,,,,18,,,,,1,I,S
215,,,,,,18,,,,,1,J,
24,,,,,,18,,,,,1,J,S
155,,,,,,18,,,,,1,K,
12,,,,,,18,,,,,1,K,S
58,,,,,,18,,,,,1,L,
10,,,,,,18,,,,,1,L,S
334,,,,,,18,,,,,1,M,
33,,,,,,18,,,,,1,M,S
176,,,,,,18,,,,,1,N,
13,,,,,,18,,,,,1,N,S
179,,,,,,18,,,,,1,O,
31,,,,,,18,,,,,1,O,S
187,,,,,,18,,,,,1,P,
30,,,,,,18,,,,,1,P,S
155,,,,,,18,,,,,1,Q,
14,,,,,,18,,,,,1,Q,S
59,,,,,,18,,,,,1,R,
6,,,,,,18,,,,,1,R,S
186,,,,,,18,,,,,1,S,
24,,,,,,18,,,,,1,S,S
92,,,,,,18,,,,,1,T,
14,,,,,,18,,,,,1,T,S
314,,,,,,18,,,,,1,U,
21,,,,,,18,,,,,1,U,S
173,,,,,,18,,,,,1,V,
25,,,,,,18,,,,,1,V,S
119,,,,,,18,,,,,1,X,
8,,,,,,18,,,,,1,X,S
185,,,,,,18,,,,,1,Y,
17,,,,,,18,,,,,1,Y,S
124,,,,,,18,,,,,1,Z,
19,,,,,,18,,,,,1,Z,S
249,,,,,,18,,,,,1,a,
16,,,,,,18,,,,,1,a,S
86,,,,,,18,,,,,1,b,
14,,,,,,18,,,,,1,b,S
38,,,,,,18,,,,,1,c,
5,,,,,,18,,,,,1,c,S
43,,,,,,18,,,,,1,d,
2,,,,,,18,,,,,1,d,S
182,,,,,,18,,,,,1,e,
24,,,,,,18,,,,,1,e,S
104,,,,,,18,,,,,1,f,
10,,,,,,18,,,,,1,f,S
2656,,,,,,18,,,,,1,h,
169,,,,,,18,,,,,1,h,S
1,,,,,,18,,,,D,1,b,
1,,,,,,18,,,,D,1,h,
1,,,,,,18,,,,S,1,A,S
6,,,,,,18,,,,S,1,B,S
2,,,,,,18,,,,S,1,C,S
2,,,,,,18,,,,S,1,D,S
1,,,,,,18,,,,S,1,F,S
2,,,,,,18,,,,S,1,G,S
3,,,,,,18,,,,S,1,H,S
1,,,,,,18,,,,S,1,N,S
3,,,,,,18,,,,S,1,O,S
3,,,,,,18,,,,S,1,T,S
3,,,,,,18,,,,S,1,U,S
6,,,,,,18,,,,S,1,V,S
1,,,,,,18,,,,S,1,X,S
1,,,,,,18,,,,S,1,Y,S
3,,,,,,18,,,,S,1,a,S
1,,,,,,18,,,,S,1,d,S
1,,,,,,18,,,,S,1,f,S
17,,,,,,18,,,,S,1,h,S
1,,,,,,18,,,S,,1,A,S
10,,,,,,18,,,S,,1,B,S
3,,,,,,18,,,S,,1,C,S
5,,,,,,18,,,S,,1,D,S
1,,,,,,18,,,S,,1,E,S
3,,,,,,18,,,S,,1,F,S
1,,,,,,18,,,S,,1,G,S
6,,,,,,18,,,S,,1,H,S
4,,,,,,18,,,S,,1,I,S
15,,,,,,18,,,S,,1,J,S
8,,,,,,18,,,S,,1,K,S
9,,,,,,18,,,S,,1,M,S
3,,,,,,18,,,S,,1,N,S
9,,,,,,18,,,S,,1,O,S
1,,,,,,18,,,S,,1,P,S
12,,,,,,18,,,S,,1,Q,S
6,,,,,,18,,,S,,1,S,S
5,,,,,,18,,,S,,1,T,S
11,,,,,,18,,,S,,1,U,S
5,,,,,,18,,,S,,1,V,S
5,,,,,,18,,,S,,1,X,S
6,,,,,,18,,,S,,1,Y,S
